,year,url,title,author,ID,month,publisher,doi,arxivid,archiveprefix,abstract,journal
70,2018,https://papers.nips.cc/paper/7848-macnet-transferring-knowledge-from-machine-comprehension-to-sequence-to-sequence-models,MacNet: Transferring Knowledge from Machine Comprehension to Sequence-to-Sequence Models,"Pan, Boyuan and Yang, Yazheng and Li, Hao and Zhao, Zhou and Zhuang, Yueting and Cai, Deng and He, Xiaofei",Pan2018,,,,,,,
73,2018,https://openreview.net/forum?id=BJxYEsAqY7,FEED: Feature-level Ensemble Effect for knowledge Distillation,"Park, SeongUk and Kwak, Nojun",Park2018,sep,,,,,,
86,2018,http://proceedings.mlr.press/v80/srinivas18a.html,Knowledge transfer with jacobian matching,"Srinivas, Suraj and Fleuret, François",Srinivas2018,jul,,,,,"Classical distillation methods transfer representations from a ""teacher"" neural network to a ""student"" network by matching their output activations. Recent methods also match the Jacobians, or the gradient of output activations with the input. However, this involves making some ad hoc decisions, in particular, the choice of the loss function. In this paper, we first establish an equivalence between Jacobian matching and distillation with input noise, from which we derive appropriate loss functions for Jacobian matching. We then rely on this analysis to apply Jacobian matching to transfer learning by establishing equivalence of a recent transfer learning procedure to distillation. We then show experimentally on standard image datasets that Jacobian-based penalties improve distillation, robustness to noisy inputs, and transfer learning.",
87,2018,http://arxiv.org/abs/1801.08640,Learning Global Additive Explanations for Neural Nets Using Model Distillation,"Tan, Sarah and Caruana, Rich and Hooker, Giles and Koch, Paul and Gordo, Albert",Tan2018a,jan,,,1801.08640,arXiv,"Interpretability has largely focused on local explanations, i.e. explaining why a model made a particular prediction for a sample. These explanations are appealing due to their simplicity and local fidelity. However, they do not provide information about the general behavior of the model. We propose to leverage model distillation to learn global additive explanations that describe the relationship between input features and model predictions. These global explanations take the form of feature shapes, which are more expressive than feature attributions. Through careful experimentation, we show qualitatively and quantitatively that global additive explanations are able to describe model behavior and yield insights about models such as neural nets. A visualization of our approach applied to a neural net as it is trained is available at https://youtu.be/ErQYwNqzEdc.",
75,2018,http://openaccess.thecvf.com/content_ECCV_2018/html/Nikolaos_Passalis_Learning_Deep_Representations_ECCV_2018_paper.html,Learning Deep Representations with Probabilistic Knowledge Transfer,"Passalis, Nikolaos and Tefas, Anastasios",Passalis2018,,,,,,,
53,2018,http://arxiv.org/abs/1810.08126,KTAN: Knowledge Transfer Adversarial Network,"Liu, Peiye and Liu, Wu and Ma, Huadong and Mei, Tao and Seok, Mingoo",Liu2018,oct,,,1810.08126,arXiv,"To reduce the large computation and storage cost of a deep convolutional neural network, the knowledge distillation based methods have pioneered to transfer the generalization ability of a large (teacher) deep network to a light-weight (student) network. However, these methods mostly focus on transferring the probability distribution of the softmax layer in a teacher network and thus neglect the intermediate representations. In this paper, we propose a knowledge transfer adversarial network to better train a student network. Our technique holistically considers both intermediate representations and probability distributions of a teacher network. To transfer the knowledge of intermediate representations, we set high-level teacher feature maps as a target, toward which the student feature maps are trained. Specifically, we arrange a Teacher-to-Student layer for enabling our framework suitable for various student structures. The intermediate representation helps the student network better understand the transferred generalization as compared to the probability distribution only. Furthermore, we infuse an adversarial learning process by employing a discriminator network, which can fully exploit the spatial correlation of feature maps in training a student network. The experimental results demonstrate that the proposed method can significantly improve the performance of a student network on both image classification and object detection tasks.",
65,2018,https://openreview.net/forum?id=B1ae1lZRb,Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy,"Mishra, Asit and Marr, Debbie",Mishra2018,feb,,,,,,
40,2018,https://www.semanticscholar.org/paper/Few-shot-learning-of-neural-networks-from-scratch-Kimura-Ghahramani/ebc50c378d25e780d5adb7e54a1c8c153761097b,Few-shot learning of neural networks from scratch by pseudo example optimization,"Kimura, Akisato and Ghahramani, Zoubin and Takeuchi, Koh and Iwata, Tomoharu and Ueda, Naonori",Kimura2018,,,,,,,undefined
23,2018,http://arxiv.org/abs/1812.01819,An Embarrassingly Simple Approach for Knowledge Distillation,"Gao, Mengya and Shen, Yujun and Li, Quanquan and Yan, Junjie and Wan, Liang and Lin, Dahua and Loy, Chen Change and Tang, Xiaoou",Gao2018,dec,,,1812.01819,arXiv,"Knowledge Distillation (KD) aims at improving the performance of a low-capacity student model by inheriting knowledge from a high-capacity teacher model. Previous KD methods typically train a student by minimizing a task-related loss and the KD loss simultaneously, using a pre-defined loss weight to balance these two terms. In this work, we propose to first transfer the backbone knowledge from a teacher to the student, and then only learn the task-head of the student network. Such a decomposition of the training process circumvents the need of choosing an appropriate loss weight, which is often difficult in practice, and thus makes it easier to apply to different datasets and tasks. Importantly, the decomposition permits the core of our method, Stage-by-Stage Knowledge Distillation (SSKD), which facilitates progressive feature mimicking from teacher to student. Extensive experiments on CIFAR-100 and ImageNet suggest that SSKD significantly narrows down the performance gap between student and teacher, outperforming state-of-the-art approaches. We also demonstrate the generalization ability of SSKD on other challenging benchmarks, including face recognition on IJB-A dataset as well as object detection on COCO dataset.",
1,2018,https://openreview.net/forum?id=rkr1UDeC-,Large scale distributed neural network training through online distillation,"Anil, Rohan and Pereyra, Gabriel and Passos, Alexandre and Ormandi, Robert and Dahl, George E. and Hinton, Geoffrey E.",Anil2018,feb,,,,,,
101,2018,https://www.sciencedirect.com/science/article/pii/S1574013716301794,New trends on moving object detection in video images captured by a moving camera: A survey,"Yazdi, Mehran and Bouwmans, Thierry",Yazdi2018,may,Elsevier,10.1016/J.COSREV.2018.03.001,,,"This paper presents a survey on the latest methods of moving object detection in video sequences captured by a moving camera. Although many researches and excellent works have reviewed the methods of object detection and background subtraction for a fixed camera, there is no survey which presents a complete review of the existing different methods in the case of moving camera. Most methods in this field can be classified into four categories; modeling based background subtraction, trajectory classification, low rank and sparse matrix decomposition, and object tracking. We discuss in details each category and present the main methods which proposed improvements in the general concept of the techniques. We also present challenges and main concerns in this field as well as performance metrics and some benchmark databases available to evaluate the performance of different moving object detection algorithms.",Computer Science Review
14,2018,http://arxiv.org/abs/1812.06597,Learning Student Networks via Feature Embedding,"Chen, Hanting and Wang, Yunhe and Xu, Chang and Xu, Chao and Tao, Dacheng",Chen2018a,dec,,,1812.06597,arXiv,"Deep convolutional neural networks have been widely used in numerous applications, but their demanding storage and computational resource requirements prevent their applications on mobile devices. Knowledge distillation aims to optimize a portable student network by taking the knowledge from a well-trained heavy teacher network. Traditional teacher-student based methods used to rely on additional fully-connected layers to bridge intermediate layers of teacher and student networks, which brings in a large number of auxiliary parameters. In contrast, this paper aims to propagate information from teacher to student without introducing new variables which need to be optimized. We regard the teacher-student paradigm from a new perspective of feature embedding. By introducing the locality preserving loss, the student network is encouraged to generate the low-dimensional features which could inherit intrinsic properties of their corresponding high-dimensional features from teacher network. The resulting portable network thus can naturally maintain the performance as that of the teacher network. Theoretical analysis is provided to justify the lower computation complexity of the proposed method. Experiments on benchmark datasets and well-trained networks suggest that the proposed algorithm is superior to state-of-the-art teacher-student learning methods in terms of computational and storage complexity.",
97,2018,http://papers.nips.cc/paper/7358-kdgan-knowledge-distillation-with-generative-adversarial-networks,KDGAN: Knowledge Distillation with Generative Adversarial Networks,"Wang, Xiaojie and Zhang, Rui and Sun, Yu and Qi, Jianzhong",Wang2018a,,,,,,,
17,2018,http://arxiv.org/abs/1812.00660,Knowledge Distillation with Feature Maps for Image Classification,"Chen, Wei-Chun and Chang, Chia-Che and Lu, Chien-Yu and Lee, Che-Rung",Chen2018,dec,,,1812.00660,arXiv,"The model reduction problem that eases the computation costs and latency of complex deep learning architectures has received an increasing number of investigations owing to its importance in model deployment. One promising method is knowledge distillation (KD), which creates a fast-to-execute student model to mimic a large teacher network. In this paper, we propose a method, called KDFM (Knowledge Distillation with Feature Maps), which improves the effectiveness of KD by learning the feature maps from the teacher network. Two major techniques used in KDFM are shared classifier and generative adversarial network. Experimental results show that KDFM can use a four layers CNN to mimic DenseNet-40 and use MobileNet to mimic DenseNet-100. Both student networks have less than 1$\backslash$% accuracy loss comparing to their teacher models for CIFAR-100 datasets. The student networks are 2-6 times faster than their teacher models for inference, and the model size of MobileNet is less than half of DenseNet-100's.",
94,2018,https://arxiv.org/pdf/1806.10317.pdf,Adversarial Distillation of Bayesian Neural Network Posteriors,"Wang, Kuan-Chieh and Vicol, Paul and Lucas, James and Gu, Li and Grosse, Roger and Zemel, Richard",Wang2018,,,,1806.10317v1,arXiv,"Bayesian neural networks (BNNs) allow us to reason about uncertainty in a principled way. Stochastic Gradient Langevin Dynamics (SGLD) enables efficient BNN learning by drawing samples from the BNN posterior using mini-batches. However, SGLD and its extensions require storage of many copies of the model parameters, a potentially prohibitive cost, especially for large neural networks. We propose a framework, Adversarial Posterior Distillation, to distill the SGLD samples using a Generative Adversarial Network (GAN). At test-time, samples are generated by the GAN. We show that this distillation framework incurs no loss in performance on recent BNN applications including anomaly detection , active learning, and defense against adver-sarial attacks. By construction, our framework distills not only the Bayesian predictive distribution , but the posterior itself. This allows one to compute quantities such as the approximate model variance, which is useful in downstream tasks. To our knowledge, these are the first results applying MCMC-based BNNs to the afore-mentioned applications.",
50,2018,https://www.semanticscholar.org/paper/Few-Sample-Knowledge-Distillation-for-Efficient-Li-Li/37df8ac712c44c2e0e3ab4c14c395e34f3cba733,Few Sample Knowledge Distillation for Efficient Network Compression,"Li, Tianhong and Li, Jianguo and Liu, Zhuang and Zhang, Changshui",Li2018a,,,,,,,
24,2018,http://arxiv.org/abs/1810.02936,FD-GAN: Pose-guided Feature Distilling GAN for Robust Person Re-identification,"Ge, Yixiao and Li, Zhuowan and Zhao, Haiyu and Yin, Guojun and Yi, Shuai and Wang, Xiaogang and Li, Hongsheng",Ge2018,oct,,,1810.02936,arXiv,"Person re-identification (reID) is an important task that requires to retrieve a person's images from an image dataset, given one image of the person of interest. For learning robust person features, the pose variation of person images is one of the key challenges. Existing works targeting the problem either perform human alignment, or learn human-region-based representations. Extra pose information and computational cost is generally required for inference. To solve this issue, a Feature Distilling Generative Adversarial Network (FD-GAN) is proposed for learning identity-related and pose-unrelated representations. It is a novel framework based on a Siamese structure with multiple novel discriminators on human poses and identities. In addition to the discriminators, a novel same-pose loss is also integrated, which requires appearance of a same person's generated images to be similar. After learning pose-unrelated person features with pose guidance, no auxiliary pose information and additional computational cost is required during testing. Our proposed FD-GAN achieves state-of-the-art performance on three person reID datasets, which demonstrates that the effectiveness and robust feature distilling capability of the proposed FD-GAN.",
78,2018,https://ieeexplore.ieee.org/document/8578531/,Data Distillation: Towards Omni-Supervised Learning,"Radosavovic, Ilija and Dollar, Piotr and Girshick, Ross and Gkioxari, Georgia and He, Kaiming",Radosavovic2018,jun,IEEE,10.1109/CVPR.2018.00433,,,,
32,2018,http://arxiv.org/abs/1811.03233,Knowledge Transfer via Distillation of Activation Boundaries Formed by Hidden Neurons,"Heo, Byeongho and Lee, Minsik and Yun, Sangdoo and Choi, Jin Young",Heo2018,nov,,,1811.03233,arXiv,"An activation boundary for a neuron refers to a separating hyperplane that determines whether the neuron is activated or deactivated. It has been long considered in neural networks that the activations of neurons, rather than their exact output values, play the most important role in forming classification friendly partitions of the hidden feature space. However, as far as we know, this aspect of neural networks has not been considered in the literature of knowledge transfer. In this paper, we propose a knowledge transfer method via distillation of activation boundaries formed by hidden neurons. For the distillation, we propose an activation transfer loss that has the minimum value when the boundaries generated by the student coincide with those by the teacher. Since the activation transfer loss is not differentiable, we design a piecewise differentiable loss approximating the activation transfer loss. By the proposed method, the student learns a separating boundary between activation region and deactivation region formed by each neuron in the teacher. Through the experiments in various aspects of knowledge transfer, it is verified that the proposed method outperforms the current state-of-the-art.",
37,2018,http://openaccess.thecvf.com/content_cvpr_2018/html/Hui_Fast_and_Accurate_CVPR_2018_paper.html,Fast and Accurate Single Image Super-Resolution via Information Distillation Network,"Hui, Zheng and Wang, Xiumei and Gao, Xinbo",Hui2018,,,,,,,
38,2018,http://www.mdpi.com/2072-4292/10/11/1700,Deep Distillation Recursive Network for Remote Sensing Imagery Super-Resolution,"Jiang, Kui and Wang, Zhongyuan and Yi, Peng and Jiang, Junjun and Xiao, Jing and Yao, Yuan and Jiang, Kui and Wang, Zhongyuan and Yi, Peng and Jiang, Junjun and Xiao, Jing and Yao, Yuan",Jiang2018,oct,Multidisciplinary Digital Publishing Institute,10.3390/rs10111700,,,"\textlessp\textgreaterDeep convolutional neural networks (CNNs) have been widely used and achieved state-of-the-art performance in many image or video processing and analysis tasks. In particular, for image super-resolution (SR) processing, previous CNN-based methods have led to significant improvements, when compared with shallow learning-based methods. However, previous CNN-based algorithms with simple direct or skip connections are of poor performance when applied to remote sensing satellite images SR. In this study, a simple but effective CNN framework, namely deep distillation recursive network (DDRN), is presented for video satellite image SR. DDRN includes a group of ultra-dense residual blocks (UDB), a multi-scale purification unit (MSPU), and a reconstruction module. In particular, through the addition of rich interactive links in and between multiple-path units in each UDB, features extracted from multiple parallel convolution layers can be shared effectively. Compared with classical dense-connection-based models, DDRN possesses the following main properties. (1) DDRN contains more linking nodes with the same convolution layers. (2) A distillation and compensation mechanism, which performs feature distillation and compensation in different stages of the network, is also constructed. In particular, the high-frequency components lost during information propagation can be compensated in MSPU. (3) The final SR image can benefit from the feature maps extracted from UDB and the compensated components obtained from MSPU. Experiments on Kaggle Open Source Dataset and Jilin-1 video satellite images illustrate that DDRN outperforms the conventional CNN-based baselines and some state-of-the-art feature extraction approaches.\textless/p\textgreater",Remote Sensing
43,2018,https://papers.nips.cc/paper/7980-knowledge-distillation-by-on-the-fly-native-ensemble,Knowledge Distillation by On-the-Fly Native Ensemble,"xu Lan and Zhu, Xiatian and Gong, Shaogang",Lan2018,,,,,,,
49,2018,http://arxiv.org/abs/1812.01839,Knowledge Distillation from Few Samples,"Li, Tianhong and Li, Jianguo and Liu, Zhuang and Zhang, Changshui",Li2018,,,,1812.01839,arXiv,"Current knowledge distillation methods require full training data to distill knowledge from a large ""teacher"" network to a compact ""student"" network by matching certain statistics between ""teacher"" and ""student"" such as softmax outputs and feature responses. This is not only time-consuming but also inconsistent with human cognition in which children can learn knowledge from adults with few examples. This paper proposes a novel and simple method for knowledge distillation from few samples. Taking the assumption that both ""teacher"" and ""student"" have the same feature map sizes at each corresponding block, we add a 1x1 conv-layer at the end of each block in the student-net, and align the block-level outputs between ""teacher"" and ""student"" by estimating the parameters of the added layer with limited samples. We prove that the added layer can be absorbed/merged into the previous conv-layer to formulate a new conv-layer with the same size of parameters and computation cost as the previous one. Experiments verify that the proposed method is very efficient and effective to distill knowledge from teacher-net to student-net constructing in different ways on various datasets.",undefined
29,2018,http://arxiv.org/abs/1810.11641,A Cross-Modal Distillation Network for Person Re-identification in RGB-Depth,"Hafner, Frank and Bhuiyan, Amran and Kooij, Julian F. P. and Granger, Eric",Hafner2018,oct,,,1810.11641,arXiv,"Person re-identification involves the recognition over time of individuals captured using multiple distributed sensors. With the advent of powerful deep learning methods able to learn discriminant representations for visual recognition, cross-modal person re-identification based on different sensor modalities has become viable in many challenging applications in, e.g., autonomous driving, robotics and video surveillance. Although some methods have been proposed for re-identification between infrared and RGB images, few address depth and RGB images. In addition to the challenges for each modality associated with occlusion, clutter, misalignment, and variations in pose and illumination, there is a considerable shift across modalities since data from RGB and depth images are heterogeneous. In this paper, a new cross-modal distillation network is proposed for robust person re-identification between RGB and depth sensors. Using a two-step optimization process, the proposed method transfers supervision between modalities such that similar structural features are extracted from both RGB and depth modalities, yielding a discriminative mapping to a common feature space. Our experiments investigate the influence of the dimensionality of the embedding space, compares transfer learning from depth to RGB and vice versa, and compares against other state-of-the-art cross-modal re-identification methods. Results obtained with BIWI and RobotPKU datasets indicate that the proposed method can successfully transfer descriptive structural features from the depth modality to the RGB modality. It can significantly outperform state-of-the-art conventional methods and deep neural networks for cross-modal sensing between RGB and depth, with no impact on computational complexity.",
92,2019,https://www.semanticscholar.org/paper/Unifying-Heterogeneous-Classifiers-with-Vongkulbhisal-Vinayavekhin/eaff90799e71e3f1a03c4ace4af8864ada9b2693 http://arxiv.org/abs/1904.06062,Unifying Heterogeneous Classifiers with Distillation,"Vongkulbhisal, Jayakorn and Vinayavekhin, Phongtharin and Visentini-Scarzanella, Marco",Vongkulbhisal2019,,,,1904.06062,arXiv,"In this paper, we study the problem of unifying knowledge from a set of classifiers with different architectures and target classes into a single classifier, given only a generic set of unlabelled data. We call this problem Unifying Heterogeneous Classifiers (UHC). This problem is motivated by scenarios where data is collected from multiple sources, but the sources cannot share their data, e.g., due to privacy concerns, and only privately trained models can be shared. In addition, each source may not be able to gather data to train all classes due to data availability at each source, and may not be able to train the same classification model due to different computational resources. To tackle this problem, we propose a generalisation of knowledge distillation to merge HCs. We derive a probabilistic relation between the outputs of HCs and the probability over all classes. Based on this relation, we propose two classes of methods based on cross-entropy minimisation and matrix factorisation, which allow us to estimate soft labels over all classes from unlabelled samples and use them in lieu of ground truth labels to train a unified classifier. Our extensive experiments on ImageNet, LSUN, and Places365 datasets show that our approaches significantly outperform a naive extension of distillation and can achieve almost the same accuracy as classifiers that are trained in a centralised, supervised manner.",undefined
91,2019,https://ieeexplore.ieee.org/document/8758060/ http://arxiv.org/abs/1904.02024,Super accurate low latency object detection on a surveillance UAV,"Vandersteegen, Maarten and Vanbeeck, Kristof and Goedeme, Toon",Vandersteegen2019,may,IEEE,10.23919/MVA.2019.8758060,1904.02024,arXiv,"Drones have proven to be useful in many industry segments such as security and surveillance, where e.g. on-board real-time object tracking is a necessity for autonomous flying guards. Tracking and following suspicious objects is therefore required in real-time on limited hardware. With an object detector in the loop, low latency becomes extremely important. In this paper, we propose a solution to make object detection for UAVs both fast and super accurate. We propose a multi-dataset learning strategy yielding top eye-sky object detection accuracy. Our model generalizes well on unseen data and can cope with different flying heights, optically zoomed-in shots and different viewing angles. We apply optimization steps such that we achieve minimal latency on embedded on-board hardware by fusing layers, quantizing calculations to 16-bit floats and 8-bit integers, with negligible loss in accuracy. We validate on NVIDIA's Jetson TX2 and Jetson Xavier platforms where we achieve a speed-wise performance boost of more than 10x.",2019 16th International Conference on Machine Vision Applications (MVA)
90,2019,http://arxiv.org/abs/1904.04868,Back to the Future: Knowledge Distillation for Human Action Anticipation,"Tran, Vinh and Wang, Yang and Hoai, Minh",Tran2019,apr,,,1904.04868,arXiv,"We consider the task of training a neural network to anticipate human actions in video. This task is challenging given the complexity of video data, the stochastic nature of the future, and the limited amount of annotated training data. In this paper, we propose a novel knowledge distillation framework that uses an action recognition network to supervise the training of an action anticipation network, guiding the latter to attend to the relevant information needed for correctly anticipating the future actions. This framework is possible thanks to a novel loss function to account for positional shifts of semantic concepts in a dynamic video. The knowledge distillation framework is a form of self-supervised learning, and it takes advantage of unlabeled data. Experimental results on JHMDB and EPIC-KITCHENS dataset show the effectiveness of our approach.",
95,2019,http://arxiv.org/abs/1906.03609,Distilling Object Detectors with Fine-grained Feature Imitation,"Wang, Tao and Yuan, Li and Zhang, Xiaopeng and Feng, Jiashi",Wang2019a,jun,,,1906.03609,arXiv,"State-of-the-art CNN based recognition models are often computationally prohibitive to deploy on low-end devices. A promising high level approach tackling this limitation is knowledge distillation, which let small student model mimic cumbersome teacher model's output to get improved generalization. However, related methods mainly focus on simple task of classification while do not consider complex tasks like object detection. We show applying the vanilla knowledge distillation to detection model gets minor gain. To address the challenge of distilling knowledge in detection model, we propose a fine-grained feature imitation method exploiting the cross-location discrepancy of feature response. Our intuition is that detectors care more about local near object regions. Thus the discrepancy of feature response on the near object anchor locations reveals important information of how teacher model tends to generalize. We design a novel mechanism to estimate those locations and let student model imitate the teacher on them to get enhanced performance. We first validate the idea on a developed lightweight toy detector which carries simplest notion of current state-of-the-art anchor based detection models on challenging KITTI dataset, our method generates up to 15% boost of mAP for the student model compared to the non-imitated counterpart. We then extensively evaluate the method with Faster R-CNN model under various scenarios with common object detection benchmark of Pascal VOC and COCO, imitation alleviates up to 74% performance drop of student model compared to teacher. Codes released at https://github.com/twangnh/Distilling-Object-Detectors",
84,2019,http://arxiv.org/abs/1908.08520,Adversarial-Based Knowledge Distillation for Multi-Model Ensemble and Noisy Data Refinement,"Shen, Zhiqiang and He, Zhankui and Cui, Wanyun and Yu, Jiahui and Zheng, Yutong and Zhu, Chenchen and Savvides, Marios",Shen2019,aug,,,1908.08520,arXiv,"Generic Image recognition is a fundamental and fairly important visual problem in computer vision. One of the major challenges of this task lies in the fact that single image usually has multiple objects inside while the labels are still one-hot, another one is noisy and sometimes missing labels when annotated by humans. In this paper, we focus on tackling these challenges accompanying with two different image recognition problems: multi-model ensemble and noisy data recognition with a unified framework. As is well-known, usually the best performing deep neural models are ensembles of multiple base-level networks, as it can mitigate the variation or noise containing in the dataset. Unfortunately, the space required to store these many networks, and the time required to execute them at runtime, prohibit their use in applications where test sets are large (e.g., ImageNet). In this paper, we present a method for compressing large, complex trained ensembles into a single network, where the knowledge from a variety of trained deep neural networks (DNNs) is distilled and transferred to a single DNN. In order to distill diverse knowledge from different trained (teacher) models, we propose to use adversarial-based learning strategy where we define a block-wise training loss to guide and optimize the predefined student network to recover the knowledge in teacher models, and to promote the discriminator network to distinguish teacher vs. student features simultaneously. Extensive experiments on CIFAR-10/100, SVHN, ImageNet and iMaterialist Challenge Dataset demonstrate the effectiveness of our MEAL method. On ImageNet, our ResNet-50 based MEAL achieves top-1/5 21.79%/5.99% val error, which outperforms the original model by 2.06%/1.14%. On iMaterialist Challenge Dataset, our MEAL obtains a remarkable improvement of top-3 1.15% (official evaluation metric) on a strong baseline model of ResNet-101.",
96,2019,https://www.semanticscholar.org/paper/Dataset-Distillation-Wang-Zhu/07b1a0ed6ba8a497355ac105e9110a927e3cf913,Dataset Distillation,"Wang, Tongzhou and Zhu, Jun-Yan and Torralba, Antonio and Efros, Alexei A.",Wang2019,,,,,,,undefined
89,2019,http://arxiv.org/abs/1907.05640,AVD: Adversarial Video Distillation,"Tavakolian, Mohammad and Sabokrou, Mohammad and Hadid, Abdenour",Tavakolian2019,jul,,,1907.05640,arXiv,"In this paper, we present a simple yet efficient approach for video representation, called Adversarial Video Distillation (AVD). The key idea is to represent videos by compressing them in the form of realistic images, which can be used in a variety of video-based scene analysis applications. Representing a video as a single image enables us to address the problem of video analysis by image analysis techniques. To this end, we exploit a 3D convolutional encoder-decoder network to encode the input video as an image by minimizing the reconstruction error. Furthermore, weak supervision by an adversarial training procedure is imposed on the output of the encoder to generate semantically realistic images. The encoder learns to extract semantically meaningful representations from a given input video by mapping the 3D input into a 2D latent representation. The obtained representation can be simply used as the input of deep models pre-trained on images for video classification. We evaluated the effectiveness of our proposed method for video-based activity recognition on three standard and challenging benchmark datasets, i.e. UCF101, HMDB51, and Kinetics. The experimental results demonstrate that AVD achieves interesting performance, outperforming the state-of-the-art methods for video classification.",
103,2019,https://www.semanticscholar.org/paper/Dataset-Culling%3A-Towards-Efficient-Training-Of-Yoshioka-Lee/dfd55d4c8fd41ad549f93b555a4d7a4c3b88f99d,Dataset Culling: Towards Efficient Training Of Distillation-Based Domain Specific Models,"Yoshioka, Kentaro and Lee, Edward and Wong, Simon and Horowitz, Mark",Yoshioka2019,,,,,,,undefined
88,2019,https://www.semanticscholar.org/paper/Learning-Efficient-Detector-with-Semi-supervised-Tang-Feng/83bc2126b808fdc5abc09d4479deea3cb7517d85,Learning Efficient Detector with Semi-supervised Adaptive Distillation,"Tang, Shitao and Feng, Litong and Shao, Wenqi and Kuang, Zhanghui and Zhang, Wenjun and Chen, Yimin",Tang2019,,,,,,,undefined
0,2019,http://openaccess.thecvf.com/content_CVPR_2019/html/Ahn_Variational_Information_Distillation_for_Knowledge_Transfer_CVPR_2019_paper.html,Variational Information Distillation for Knowledge Transfer,"Ahn, Sungsoo and Hu, Shell Xu and Damianou, Andreas and Lawrence, Neil D. and Dai, Zhenwen",Ahn2019,,,,,,,
74,2019,https://www.semanticscholar.org/paper/Relational-Knowledge-Distillation-Park-Kim/0f736d2067ee9c950b876f14521268c6009e67d6 http://arxiv.org/abs/1904.05068,Relational Knowledge Distillation,"Park, Wonpyo and Kim, Dongju and Lu, Yan and Cho, Minsu",Park2019,,,,1904.05068,arXiv,"Knowledge distillation aims at transferring knowledge acquired in one model (a teacher) to another model (a student) that is typically smaller. Previous approaches can be expressed as a form of training the student to mimic output activations of individual data examples represented by the teacher. We introduce a novel approach, dubbed relational knowledge distillation (RKD), that transfers mutual relations of data examples instead. For concrete realizations of RKD, we propose distance-wise and angle-wise distillation losses that penalize structural differences in relations. Experiments conducted on different tasks show that the proposed method improves educated student models with a significant margin. In particular for metric learning, it allows students to outperform their teachers' performance, achieving the state of the arts on standard benchmark datasets.",undefined
2,2019,https://openreview.net/forum?id=S1xipR4FPB,Teacher-Student Compression with Generative Adversarial Networks,Anonymous,Anonymous2019,sep,,,,,,
3,2019,https://openreview.net/forum?id=Byg_vREtvB,Generalized Bayesian Posterior Expectation Distillation for Deep Neural Networks,Anonymous,Anonymous2019a,sep,,,,,,
4,2019,https://openreview.net/forum?id=r1xGnA4Kvr,Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks,Anonymous,Anonymous2019b,sep,,,,,,
5,2019,https://openreview.net/forum?id=Bkl086VYvH,Feature-map-level Online Adversarial Knowledge Distillation,Anonymous,Anonymous2019c,sep,,,,,,
6,2019,https://openreview.net/forum?id=B1xv9pEKDS,LightPAFF: A Two-Stage Distillation Framework for Pre-training and Fine-tuning,Anonymous,Anonymous2019d,sep,,,,,,
9,2019,http://arxiv.org/abs/1908.05674,Bypass Enhancement RGB Stream Model for Pedestrian Action Recognition of Autonomous Vehicles,"Cao, Dong and Xu, Lisha",Cao2019,aug,,,1908.05674,arXiv,"Pedestrian action recognition and intention prediction is one of the core issues in the field of autonomous driving. In this research field, action recognition is one of the key technologies. A large number of scholars have done a lot of work to im-prove the accuracy of the algorithm for the task. However, there are relatively few studies and improvements in the computational complexity of algorithms and sys-tem real-time. In the autonomous driving application scenario, the real-time per-formance and ultra-low latency of the algorithm are extremely important evalua-tion indicators, which are directly related to the availability and safety of the au-tonomous driving system. To this end, we construct a bypass enhanced RGB flow model, which combines the previous two-branch algorithm to extract RGB feature information and optical flow feature information respectively. In the train-ing phase, the two branches are merged by distillation method, and the bypass enhancement is combined in the inference phase to ensure accuracy. The real-time behavior of the behavior recognition algorithm is significantly improved on the premise that the accuracy does not decrease. Experiments confirm the superiority and effectiveness of our algorithm.",
10,2019,http://arxiv.org/abs/1905.01278,Unsupervised Pre-Training of Image Features on Non-Curated Data,"Caron, Mathilde and Bojanowski, Piotr and Mairal, Julien and Joulin, Armand",Caron2019,may,,,1905.01278,arXiv,"Pre-training general-purpose visual features with convolutional neural networks without relying on annotations is a challenging and important task. Most recent efforts in unsupervised feature learning have focused on either small or highly curated datasets like ImageNet, whereas using uncurated raw datasets was found to decrease the feature quality when evaluated on a transfer task. Our goal is to bridge the performance gap between unsupervised methods trained on curated data, which are costly to obtain, and massive raw datasets that are easily available. To that effect, we propose a new unsupervised approach which leverages self-supervision and clustering to capture complementary statistics from large-scale data. We validate our approach on 96 million images from YFCC100M, achieving state-of-the-art results among unsupervised methods on standard benchmarks, which confirms the potential of unsupervised learning when only uncurated data are available. We also show that pre-training a supervised VGG-16 with our method achieves 74.9% top-1 classification accuracy on the validation set of ImageNet, which is an improvement of +0.8% over the same network trained from scratch. Our code is available at https://github.com/facebookresearch/DeeperCluster.",
11,2019,https://www.semanticscholar.org/paper/Knowledge-Squeezed-Adversarial-Network-Compression.-Changyong-Peng/515844aeb6705cbbc0cc899de66a631abf4b8311,Knowledge Squeezed Adversarial Network Compression.,"Changyong, Shu and Peng, Li and Yuan, Xie and Yanyun, Qu and Longquan, Dai and Lizhuang, Ma",Changyong2019,,,,,,,
